ID,Watch,Call (911) Problem,Type of Incident,Type  Location,Division,Council District,Date of Report,Date incident created,Person Involvement Type,Victim Type,Victim Race,Victim Ethnicity,Victim Gender,NIBRS Crime Category,NIBRS Group,Date of Incident,Call Duration (Minutes),Zone
2454,1,PSE/11V - BURG MOTOR VEH,CRIM MISCHIEF <$100,Outdoor Area Public/Private,CENTRAL,D14,2024-11-21 05:41:00.0000000,2024-11-21 07:12:04.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2024-11-20 22:00:00,137.53333333333333,2
2455,1,6X - MAJOR DIST (VIOLENCE),ASSAULT -BODILY INJURY ONLY,Parking (Business),NORTHWEST,D2,2021-06-14 07:53:00.0000000,2021-06-14 08:16:23.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,ASSAULT OFFENSES,A,2021-06-14 07:50:00,228.28333333333333,1
2456,3,6X - MAJOR DIST (VIOLENCE),CRIM MISCHIEF > OR EQUAL $100 < $750,Single Family Residence - Occupied,SOUTH CENTRAL,D4,2023-12-02 02:25:00.0000000,2023-12-02 01:17:40.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2023-12-01 20:08:00,392.43333333333334,6
2457,1,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - OTHER VEH,"Highway, Street, Alley ETC",SOUTH CENTRAL,D4,2020-09-03 08:33:00.0000000,2020-09-03 09:01:04.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2020-09-03 05:00:00,78.33333333333333,2
2458,2,**PD REQUESTED BY FIRE,NATURAL DEATH (NO OFFENSE),Single Family Residence - Occupied,SOUTH CENTRAL,D8,2021-05-07 10:50:00.0000000,2021-05-07 10:25:19.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,MISCELLANEOUS,C,2021-05-07 10:50:00,149.38333333333333,3
2459,2,PSE/09 - THEFT,THEFT - PRELIMINARY INVESTIGATION,Apartment Residence,SOUTH CENTRAL,D4,2022-06-08 14:43:00.0000000,2022-06-08 17:15:46.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,MISCELLANEOUS,C,2022-06-04 11:00:00,178.48333333333332,6
2460,1,41/20 - ROBBERY - IN PROGRESS,ROBBERY OF BUSINESS (AGG),Gas or Service Station,SOUTH CENTRAL,D4,2022-05-15 07:30:00.0000000,2022-05-15 05:15:51.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,ROBBERY,A,2022-05-15 04:50:00,579.1333333333333,6
2461,1,11V - BURG MOTOR VEH,BMV,Apartment Complex/Building,NORTHEAST,D10,2022-01-22 10:03:00.0000000,2022-01-22 11:20:49.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,LARCENY/ THEFT OFFENSES,A,2022-01-21 16:00:00,186.31666666666666,5
2462,1,PSE/31- CRIMINAL MISCHIEF,CRIM MISCHIEF > OR EQUAL $100 < $750,Outdoor Area Public/Private,SOUTH CENTRAL,D4,2024-12-30 11:29:00.0000000,2024-12-30 23:59:33.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2024-12-30 02:55:00,785.15,6
2463,2,20 - ROBBERY,ROBBERY OF INDIVIDUAL (AGG),Single Family Residence - Occupied,NORTH CENTRAL,D13,2020-12-06 12:34:00.0000000,2020-12-06 12:50:08.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,ROBBERY,A,2020-12-06 11:56:00,141.03333333333333,0
2464,2,6X - MAJOR DIST (VIOLENCE),ASSAULT -BODILY INJURY ONLY,Business Office,NORTHWEST,D2,2024-03-04 14:22:00.0000000,2024-03-04 15:16:14.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,ASSAULT OFFENSES,A,2024-03-04 14:20:00,113.2,1
2465,3,31/01 - CRIM MIS/PROG/NON FELO,CRIM MISCHIEF > OR EQUAL $100 < $750,Parking (Business),SOUTHWEST,D1,2020-03-17 00:26:00.0000000,2020-03-17 00:40:53.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2020-03-16 23:12:00,53.78333333333333,6
2466,1,58 - ROUTINE INVESTIGATION,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Parking Lot,NORTHWEST,D2,2024-05-24 10:48:00.0000000,2024-05-24 10:48:48.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,MOTOR VEHICLE THEFT,A,2024-05-22 18:00:00,0.48333333333333334,1
2467,1,11V - BURG MOTOR VEH,BMV,"Highway, Street, Alley ETC",NORTHEAST,D10,2021-01-10 10:15:00.0000000,2021-01-10 13:27:05.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2021-01-09 17:30:00,355.9,5
2468,3,PSE/09 - THEFT,"THEFT OF PROP > OR EQUAL $750 <$2,500 (NOT SHOPLIFT) PC31.03(e3)",Convenience Store,SOUTHWEST,D1,2024-03-06 13:50:00.0000000,2024-03-06 17:06:46.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2024-03-05 21:30:00,229.5,3
2469,1,PSE/11V - BURG MOTOR VEH,UNAUTHORIZED USE OF MOTOR VEH - (ATT) TRUCK OR BUS,Apartment Parking Lot,SOUTH CENTRAL,D4,2023-01-16 17:28:00.0000000,2023-01-16 20:33:39.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2023-01-15 18:00:00,295.5,6
2470,3,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - PRELIMINARY INVEST,Apartment Parking Lot,SOUTHEAST,D7,2021-11-03 23:10:00.0000000,2021-11-04 10:35:00.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,MISCELLANEOUS,C,2021-11-03 09:00:00,702.9166666666666,2
2471,1,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Parking Lot,NORTHWEST,D6,2022-05-27 08:12:00.0000000,2022-05-27 07:55:51.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,MOTOR VEHICLE THEFT,A,2022-05-25 18:00:00,1351.9166666666667,2
2472,3,22A - ANIMAL ATTACK,INJURED PERSON - AT HOME (OTHER THAN FIREARM) (NO OFFENSE),Single Family Residence - Occupied,SOUTHEAST,D8,2024-05-10 17:18:00.0000000,2024-05-10 16:21:01.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,MISCELLANEOUS,C,2024-05-10 16:07:00,156.95,4
2473,2,07 - MINOR ACCIDENT,RECKLESS DAMAGE,Condominium/Townhome Parking,NORTH CENTRAL,D12,2020-10-18 16:16:00.0000000,2020-10-18 16:56:21.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,ALL OTHER OFFENSES,B,2020-10-17 12:00:00,77.55,0
2474,1,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Apartment Parking Lot,SOUTHWEST,D3,2024-12-04 09:22:00.0000000,2024-12-04 10:51:28.0000000,Registered Owner,Individual,Hispanic or Latino,Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2024-12-03 22:00:00,131.3,3
2475,3,09V-01 UUMV JUST OCRD,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Complex/Building,NORTHWEST,D14,2023-04-27 21:46:00.0000000,2023-04-27 21:30:20.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2023-04-27 17:30:00,271.23333333333335,2
2476,3,58 - ROUTINE INVESTIGATION,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Parking Lot,CENTRAL,D14,2023-04-25 18:47:00.0000000,2023-04-25 18:44:59.0000000,Victim,Individual,Asian,Non-Hispanic or Latino,Female,MOTOR VEHICLE THEFT,A,2023-04-23 16:30:00,8.65,2
2477,2,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Parking Lot (All Others),NORTHWEST,D6,2022-03-05 01:30:00.0000000,2022-03-05 01:35:47.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2022-03-04 00:00:00,216.63333333333333,1
2478,1,PSE/11V - BURG MOTOR VEH,BMV,Apartment Parking Lot,CENTRAL,D14,2021-10-18 08:35:00.0000000,2021-10-18 11:27:42.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2021-10-17 19:00:00,182.28333333333333,2
2479,3,11R/01 - BURG OF RES,BURGLARY OF HABITATION - FORCED ENTRY,Apartment Residence,NORTH CENTRAL,D12,2021-08-16 19:40:00.0000000,2021-08-16 19:05:29.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,BURGLARY/ BREAKING & ENTERING,A,2021-08-16 18:00:00,79.91666666666667,0
2480,2,PSE/09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Apartment Parking Lot,NORTHWEST,D2,2024-01-20 08:41:00.0000000,2024-01-20 09:30:59.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,MOTOR VEHICLE THEFT,A,2024-01-18 14:00:00,150.48333333333332,2
2481,1,PSE/09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Single Family Residence - Occupied,SOUTHEAST,D8,2024-08-10 09:30:00.0000000,2024-08-10 12:32:52.0000000,Registered Owner,Individual,Black,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2024-08-09 20:00:00,234.56666666666666,4
2482,1,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Parking Lot (All Others),CENTRAL,D14,2020-12-01 07:33:00.0000000,2020-12-01 10:14:13.0000000,Registered Owner,Individual,White,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2020-11-30 18:30:00,248.2,2
2483,2,ODJ - OFF DUTY JOB,ASSAULT -BODILY INJURY ONLY,Convenience Store,CENTRAL,D14,2022-12-04 15:42:00.0000000,2022-12-04 17:34:59.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,ASSAULT OFFENSES,A,2022-12-04 14:00:00,627.45,2
2484,1,40 - OTHER,ASSAULT - PRELIMINARY INVESTIGATION *NON FAMILY VIOLENCE,"Highway, Street, Alley ETC",CENTRAL,D7,2021-06-08 05:00:00.0000000,2021-06-08 04:29:23.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,MISCELLANEOUS,C,2021-06-08 04:00:00,43.9,2
2485,2,11R/01 - BURG OF RES,CRIM MISCHIEF > OR EQUAL $100 < $750,Outdoor Area Public/Private,CENTRAL,D14,2020-12-21 12:39:00.0000000,2020-12-21 11:27:03.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2020-12-21 11:07:00,62.93333333333333,2
2486,1,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Single Family Residence - Occupied,SOUTHEAST,D5,2021-03-03 05:22:00.0000000,2021-03-03 05:48:00.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2021-03-03 05:15:00,92.96666666666667,4
2487,3,58 - ROUTINE INVESTIGATION,ASSAULT -BODILY INJURY ONLY,Single Family Residence - Occupied,SOUTHEAST,D5,2023-10-09 05:03:00.0000000,2023-10-09 03:55:56.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,ASSAULT OFFENSES,A,2023-10-08 20:00:00,238.26666666666668,4
2488,3,09 - THEFT,"THEFT OF PROP > OR EQUAL $750 <$2,500 (NOT SHOPLIFT) PC31.03(e3)",Parking (Business),SOUTH CENTRAL,D8,2020-08-25 16:31:00.0000000,2020-08-25 15:58:08.0000000,Victim,Individual,Middle Eastern,Non-Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2020-08-24 18:45:00,24.5,6
2489,1,16 - INJURED PERSON,ASSAULT -BODILY INJURY ONLY,Business Office,SOUTHWEST,D1,2021-02-05 16:29:00.0000000,2021-02-05 16:29:19.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,ASSAULT OFFENSES,A,2021-01-17 00:58:00,7.6,3
2490,2,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Parking Lot (All Others),NORTH CENTRAL,D11,2022-08-09 19:47:00.0000000,2022-08-09 20:01:19.0000000,Owner,Individual,Hispanic or Latino,Hispanic or Latino,Female,MOTOR VEHICLE THEFT,A,2022-08-09 02:00:00,54.71666666666667,0
2491,2,11R - BURG OF RES,BURGLARY OF HABITATION -NO FORCED ENTRY,Apartment Residence,CENTRAL,D14,2023-02-07 14:56:00.0000000,2023-02-07 17:20:08.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,BURGLARY/ BREAKING & ENTERING,A,2023-01-14 12:00:00,225.31666666666666,2
2492,3,PSE/09 - THEFT,THEFT OF PROP (AUTO ACC) <$100 - (NOT EMP),Parking (Business),NORTHWEST,D13,2022-08-04 12:42:00.0000000,2022-08-04 15:16:38.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2022-08-03 16:23:00,191.25,1
2493,3,PSE/09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,"Highway, Street, Alley ETC",CENTRAL,D2,2024-04-30 11:34:00.0000000,2024-04-30 16:11:30.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2024-04-29 16:15:00,328.01666666666665,2
2494,2,40 - OTHER,HARASSMENT-REPEATED ELECTRONIC COMMUNICATION,Apartment Residence,NORTHEAST,D10,2020-10-02 09:47:00.0000000,2020-10-02 11:27:08.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,ASSAULT OFFENSES,A,2020-09-27 15:00:00,195.26666666666668,5
2495,3,PSE/31- CRIMINAL MISCHIEF,CRIM MISCHIEF <$100,Single Family Residence - Occupied,SOUTHWEST,D4,2024-02-10 16:39:00.0000000,2024-02-11 06:59:56.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2024-02-10 16:30:00,885.5,6
2496,3,09/01 - THEFT,FOUND PROPERTY (NO OFFENSE),Parking (Business),NORTH CENTRAL,D11,2021-10-27 18:07:00.0000000,2021-10-27 22:22:49.0000000,Victim,Individual,Unknown,Unknown,Male,MISCELLANEOUS,C,2021-10-27 18:01:00,446.23333333333335,0
2497,2,09 - THEFT,THEFT - PRELIMINARY INVESTIGATION,Single Family Residence - Occupied,SOUTHWEST,D1,2020-07-23 17:09:00.0000000,2020-07-23 17:49:47.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,MISCELLANEOUS,C,2020-07-23 05:30:00,95.11666666666666,3
2498,1,6X - MAJOR DIST (VIOLENCE),ASSAULT -VERBAL THREAT,Outdoor Area Public/Private,SOUTHEAST,D5,2020-04-12 11:40:00.0000000,2020-04-12 11:51:30.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,ASSAULT OFFENSES,A,2020-04-12 07:00:00,62.9,4
2499,3,6XE - DISTURBANCE EMERGENCY,INJURED PERSON- PUBLIC PROPERTY (OTHER THAN FIREARM) (NO OFFENSE),"Highway, Street, Alley ETC",NORTHWEST,D2,2023-07-21 20:15:00.0000000,2023-07-21 20:36:49.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,MISCELLANEOUS,C,2023-07-21 20:00:00,83.91666666666667,2
2500,3,16 - INJURED PERSON,INJURED PERSON- PUBLIC PROPERTY (OTHER THAN FIREARM) (NO OFFENSE),Outdoor Area Public/Private,SOUTHWEST,D3,2023-10-29 09:31:00.0000000,2023-10-29 09:15:03.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,MISCELLANEOUS,C,2023-10-28 12:25:00,8.666666666666666,3
2501,2,7X - MAJOR ACCIDENT,RECKLESS DAMAGE,Apartment Complex/Building,NORTHEAST,D10,2024-09-26 15:40:00.0000000,2024-09-26 15:52:39.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,ALL OTHER OFFENSES,B,2024-09-26 14:55:00,86.68333333333334,5
2502,2,58 - ROUTINE INVESTIGATION,TRAF VIO -DUTY ON STRIKE UNATTENDED VEH < $200,Restaurant/Food Service/TABC Location,SOUTHWEST,D1,2020-03-06 19:34:00.0000000,2020-03-06 19:42:26.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,TRAFFIC VIOLATION - HAZARDOUS,C,2020-03-06 15:00:00,19.133333333333333,6
2503,3,09V-01 UUMV JUST OCRD,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Single Family Residence - Occupied,CENTRAL,D14,2024-05-03 05:52:00.0000000,2024-05-03 06:14:04.0000000,Registered Owner,Individual,White,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2024-05-02 16:00:00,109.7,2
2504,1,58 - ROUTINE INVESTIGATION,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,"Highway, Street, Alley ETC",SOUTHWEST,D1,2023-10-26 14:40:00.0000000,2023-10-26 14:46:51.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2023-10-25 20:00:00,15.95,3
2505,2,6XA - MAJOR DIST  AMBULANCE,ASSAULT -BODILY INJURY ONLY,Single Family Residence - Occupied,SOUTH CENTRAL,D4,2021-08-21 15:18:00.0000000,2021-08-21 17:11:45.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,ASSAULT OFFENSES,A,2021-08-21 15:05:00,161.88333333333333,6
2506,1,PSE/11V - BURG MOTOR VEH,"CRIM MISCHIEF >OR EQUAL $750 < $2,500","Highway, Street, Alley ETC",NORTHEAST,D2,2021-01-30 10:23:00.0000000,2021-01-30 11:46:23.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2021-01-30 01:30:00,97.11666666666666,4
2507,3,40 - OTHER,"CRIM MISCHIEF >OR EQUAL $750 < $2,500","Highway, Street, Alley ETC",SOUTHWEST,D6,2021-03-31 19:10:00.0000000,2021-03-31 18:40:33.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2021-03-31 17:37:00,112.38333333333334,2
2508,2,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Parking Lot (All Others),CENTRAL,D14,2023-02-23 11:21:00.0000000,2023-02-23 12:53:20.0000000,Registered Owner,Individual,Hispanic or Latino,Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2023-02-22 13:00:00,98.68333333333334,2
2509,2,PSE/31- CRIMINAL MISCHIEF,RECKLESS DAMAGE,"Highway, Street, Alley ETC",NORTHWEST,D2,2020-09-19 10:23:00.0000000,2020-09-19 13:00:26.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,ALL OTHER OFFENSES,B,2020-09-19 08:45:00,157.28333333333333,1
2510,2,6X - MAJOR DIST (VIOLENCE),ASSAULT -BODILY INJURY ONLY,Apartment Complex/Building,NORTH CENTRAL,D12,2020-03-12 11:15:00.0000000,2020-03-12 11:45:24.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,ASSAULT OFFENSES,A,2020-03-12 11:00:00,144.16666666666666,0
2511,3,6X - MAJOR DIST (VIOLENCE),ASSAULT -BODILY INJURY ONLY,Gas or Service Station,NORTHEAST,D13,2022-11-24 22:51:00.0000000,2022-11-25 01:49:33.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,ASSAULT OFFENSES,A,2022-11-24 22:45:00,244.08333333333334,5
2512,2,58 - ROUTINE INVESTIGATION,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Complex/Building,NORTHWEST,D6,2020-05-21 15:02:00.0000000,2020-05-21 15:08:04.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2020-05-16 12:00:00,14.1,1
2513,1,PSE/09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Residence,CENTRAL,D14,2024-02-02 17:48:00.0000000,2024-02-02 18:09:52.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2024-01-28 15:00:00,36.43333333333333,2
2514,3,16 - INJURED PERSON,ASSAULT -BODILY INJURY ONLY,Apartment Complex/Building,NORTHEAST,D13,2020-07-17 14:56:00.0000000,2020-07-17 17:33:22.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,ASSAULT OFFENSES,A,2020-07-15 22:30:00,162.55,5
2515,2,PSE/24 - LOST PROPERTY,BMV - PRELIMINARY INVESTIGATION,Park,NORTHEAST,D10,2021-07-18 10:52:00.0000000,2021-07-18 10:42:50.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,MISCELLANEOUS,C,2021-07-17 12:00:00,143.06666666666666,5
2516,1,7X - MAJOR ACCIDENT,INJURED PERSON- PUBLIC PROPERTY (OTHER THAN FIREARM) (NO OFFENSE),"Highway, Street, Alley ETC",SOUTHEAST,D5,2020-05-20 02:38:00.0000000,2020-05-20 02:05:43.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,MISCELLANEOUS,C,2020-05-20 00:30:00,188.68333333333334,4
2517,2,PSE/09 - THEFT,THEFT OF PROP <$100 - OTHER THAN SHOPLIFT,Single Family Residence - Occupied,SOUTHEAST,D7,2021-11-23 12:49:00.0000000,2021-11-23 14:50:17.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2021-11-23 12:00:00,167.1,2
2518,1,DAEV-DIST ARMED ENCOUNTER VEH,DEADLY CONDUCT,Parking (Business),SOUTH CENTRAL,D8,2023-05-20 04:36:00.0000000,2023-05-20 04:50:08.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,ASSAULT OFFENSES,A,2023-05-20 04:30:00,119.25,6
2519,3,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,"Highway, Street, Alley ETC",SOUTH CENTRAL,D8,2021-05-11 22:49:00.0000000,2021-05-12 00:23:19.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2021-05-11 21:00:00,172.4,6
2520,3,11V - BURG MOTOR VEH,CRIM MISCHIEF > OR EQUAL $100 < $750,Apartment Complex/Building,SOUTHEAST,D5,2023-01-04 21:51:00.0000000,2023-01-05 16:28:03.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2023-01-04 20:40:00,1142.1833333333334,4
2521,2,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Complex/Building,CENTRAL,D9,2022-07-04 15:45:00.0000000,2022-07-04 16:07:05.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,MOTOR VEHICLE THEFT,A,2022-07-04 15:00:00,111.88333333333334,5
2522,2,PSE/11V - BURG MOTOR VEH,BMV,Parking (Business),SOUTHWEST,D1,2022-10-30 14:51:00.0000000,2022-10-30 16:42:18.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2022-10-30 11:20:00,149.85,3
2523,2,6X - MAJOR DIST (VIOLENCE),ASSAULT (AGG) -DEADLY WEAPON,Apartment Complex/Building,NORTH CENTRAL,D12,2024-01-12 14:30:00.0000000,2024-01-12 14:29:21.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,ASSAULT OFFENSES,A,2024-01-12 13:00:00,172.43333333333334,0
2524,3,11R - BURG OF RES,BURGLARY OF BUILDING - FORCED ENTRY,Apartment Complex/Building,CENTRAL,D2,2021-07-02 10:55:00.0000000,2021-07-02 11:13:42.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,BURGLARY/ BREAKING & ENTERING,A,2021-07-01 16:00:00,183.73333333333332,2
2525,2,09V-01 UUMV JUST OCRD,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Parking Lot,NORTHWEST,D6,2022-08-13 15:42:00.0000000,2022-08-13 16:03:49.0000000,Registered Owner,Individual,Hispanic or Latino,Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2022-08-13 15:20:00,55.11666666666667,1
2526,2,6X - MAJOR DIST (VIOLENCE),ASSAULT -VERBAL THREAT,Apartment Complex/Building,NORTHWEST,D14,2021-06-20 13:03:00.0000000,2021-06-20 13:57:37.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,ASSAULT OFFENSES,A,2021-06-20 13:00:00,114.01666666666667,2
2527,3,PSE/09 - THEFT,THEFT OF PROP > OR EQUAL $100 <$750 (NOT SHOPLIFT) PC31.03(e2A),Single Family Residence - Occupied,SOUTHEAST,D7,2022-08-12 16:55:00.0000000,2022-08-12 18:19:03.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2022-07-16 17:00:00,129.51666666666668,2
2528,3,40 - OTHER,HARASSMENT,Apartment Residence,CENTRAL,D2,2020-05-13 09:45:00.0000000,2020-05-13 09:23:08.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,ASSAULT OFFENSES,A,2020-05-12 19:00:00,116.38333333333334,2
2529,2,**PD REQUESTED BY FIRE,NATURAL DEATH (NO OFFENSE),Apartment Residence,CENTRAL,D14,2020-11-08 15:15:00.0000000,2020-11-08 14:10:38.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,MISCELLANEOUS,C,2020-11-08 13:42:00,183.31666666666666,2
2530,1,**PD REQUESTED BY FIRE,NATURAL DEATH (NO OFFENSE),Medical Facility,NORTHEAST,D13,2023-10-21 19:21:00.0000000,2023-10-21 19:56:12.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,MISCELLANEOUS,C,2023-10-20 10:00:00,312.05,5
2531,3,PSE/09 - THEFT,THEFT OF PROP (AUTO ACC) <$100 - (NOT EMP),Apartment Parking Lot,NORTHEAST,D13,2022-09-08 19:48:00.0000000,2022-09-08 21:41:21.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2022-09-06 19:00:00,157.33333333333334,5
2532,2,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Parking (Business),SOUTH CENTRAL,D8,2022-01-08 16:39:00.0000000,2022-01-08 21:51:01.0000000,Registered Owner,Individual,Hispanic or Latino,Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2022-01-08 15:30:00,418.46666666666664,3
2533,1,58 - ROUTINE INVESTIGATION,FRAUD USE/POSS IDENTIFYING INFO # ITEMS < 5,Single Family Residence - Occupied,NORTH CENTRAL,D12,2020-08-22 16:59:00.0000000,2020-08-22 17:00:20.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,FRAUD OFFENSES,A,2020-08-03 00:00:00,40.166666666666664,0
